id,name,tenant_id,actor,entity,payload,occurred_at,created_at,correlation_id,source,routed,routed_at,flow_executions
f7c0b3bc-2fd5-44bc-bade-1d38277aefe5,crm.activity.created,a2779fab-349e-499d-8701-200dd646f3a8,,"{""id"": ""58b32be6-a6af-45e5-bd1f-dd70f1e31c26"", ""type"": ""activity""}","{""kind"": ""other"", ""tags"": [], ""title"": ""Seguimiento post-reunión"", ""reason"": """", ""source"": ""manual"", ""status"": ""completed"", ""contact"": {""id"": ""76d81d0d-619f-4b4b-88aa-825a6f28ad2e"", ""email"": ""laura.gonzález.151@demo.example.com"", ""phone"": ""+59893840217"", ""source"": ""populate_demo"", ""company"": ""Globant Uruguay"", ""type_id"": null, ""fullname"": ""Laura González"", ""type_name"": null, ""created_at"": ""2026-03-10T21:10:18.651924+00:00"", ""updated_at"": ""2026-03-10T21:10:18.651976+00:00"", ""brief_facts"": {""tags"": [], ""custom_fields"": {}, ""activity_summary"": {}}, ""display_name"": """", ""whatsapp_name"": """", ""last_contacted_at"": null, ""interactions_count"": 0}, ""content"": {""body"": ""Actividad demo #91""}, ""deal_id"": null, ""type_key"": null, ""ticket_id"": null, ""contact_id"": ""76d81d0d-619f-4b4b-88aa-825a6f28ad2e"", ""visibility"": ""public"", ""activity_id"": ""58b32be6-a6af-45e5-bd1f-dd70f1e31c26"", ""customer_id"": null, ""occurred_at"": ""2025-12-28T21:10:19.810964Z"", ""completed_at"": ""2025-12-28T21:10:19.810964Z"", ""scheduled_at"": null, ""activity_type"": ""other"", ""duration_minutes"": null, ""needs_confirmation"": false}",2026-03-10 21:10:20.903336+00:00,2026-03-10 21:10:20.903497+00:00,,api,False,,[]
cf3bdcd5-8cc3-4cd7-bb29-e5f633910d49,crm.activity.created,a2779fab-349e-499d-8701-200dd646f3a8,,"{""id"": ""0cbb75d3-7e9e-413a-92b6-f70c1fae740d"", ""type"": ""activity""}","{""kind"": ""other"", ""tags"": [], ""title"": ""Revisión de SLA"", ""reason"": """", ""source"": ""manual"", ""status"": ""completed"", ""content"": {""body"": ""Actividad demo #90""}, ""deal_id"": null, ""type_key"": null, ""ticket_id"": null, ""contact_id"": null, ""visibility"": ""public"", ""activity_id"": ""0cbb75d3-7e9e-413a-92b6-f70c1fae740d"", ""customer_id"": null, ""occurred_at"": ""2026-03-05T21:10:19.810961Z"", ""completed_at"": ""2026-03-05T21:10:19.810961Z"", ""scheduled_at"": null, ""activity_type"": ""other"", ""duration_minutes"": null, ""needs_confirmation"": false}",2026-03-10 21:10:20.933305+00:00,2026-03-10 21:10:20.934167+00:00,,api,False,,[]
bff384b0-3835-4038-8324-6fce28ceef5e,crm.activity.created,a2779fab-349e-499d-8701-200dd646f3a8,,"{""id"": ""1a4ade02-11c1-4bb9-8f1d-5d730710c45e"", ""type"": ""activity""}","{""kind"": ""note"", ""tags"": [], ""title"": ""Nota de reunión"", ""reason"": """", ""source"": ""manual"", ""status"": ""completed"", ""contact"": {""id"": ""39050c5d-51b3-4950-96ec-47dbb91e56b7"", ""email"": ""valentina.gonzález.196@demo.example.com"", ""phone"": ""+59891718400"", ""source"": ""populate_demo"", ""company"": """", ""type_id"": null, ""fullname"": ""Valentina González"", ""type_name"": null, ""created_at"": ""2026-03-10T21:10:19.180383+00:00"", ""updated_at"": ""2026-03-10T21:10:19.180439+00:00"", ""brief_facts"": {""tags"": [], ""custom_fields"": {}, ""activity_summary"": {}}, ""display_name"": """", ""whatsapp_name"": """", ""last_contacted_at"": null, ""interactions_count"": 0}, ""content"": {""body"": ""Actividad demo #94"", ""tags"": []}, ""deal_id"": null, ""type_key"": null, ""ticket_id"": null, ""contact_id"": ""39050c5d-51b3-4950-96ec-47dbb91e56b7"", ""visibility"": ""public"", ""activity_id"": ""1a4ade02-11c1-4bb9-8f1d-5d730710c45e"", ""customer_id"": null, ""occurred_at"": ""2026-01-09T21:10:19.810973Z"", ""completed_at"": ""2026-01-09T21:10:19.810973Z"", ""scheduled_at"": null, ""activity_type"": ""note"", ""duration_minutes"": null, ""needs_confirmation"": false}",2026-03-10 21:10:20.949552+00:00,2026-03-10 21:10:20.950012+00:00,,api,False,,[]
99015669-832b-4776-9617-b65a3f68d79c,crm.activity.created,a2779fab-349e-499d-8701-200dd646f3a8,,"{""id"": ""4885e745-6b21-48b3-9dde-f56fab5e7e31"", ""type"": ""activity""}","{""kind"": ""note"", ""tags"": [], ""title"": ""Webinar de capacitación"", ""reason"": """", ""source"": ""manual"", ""status"": ""completed"", ""content"": {""body"": ""Actividad demo #138"", ""tags"": []}, ""deal_id"": null, ""type_key"": null, ""ticket_id"": null, ""contact_id"": null, ""visibility"": ""public"", ""activity_id"": ""4885e745-6b21-48b3-9dde-f56fab5e7e31"", ""customer_id"": null, ""occurred_at"": ""2026-02-02T21:10:19.811127Z"", ""completed_at"": ""2026-02-02T21:10:19.811127Z"", ""scheduled_at"": null, ""activity_type"": ""note"", ""duration_minutes"": null, ""needs_confirmation"": false}",2026-03-10 21:10:21.507320+00:00,2026-03-10 21:10:21.508168+00:00,,api,False,,[]
ddc960e6-013e-4247-99ec-5c855ddae46f,crm.activity.created,a2779fab-349e-499d-8701-200dd646f3a8,,"{""id"": ""31d4e2ee-2b24-4d6c-9733-03edc0e7c27b"", ""type"": ""activity""}","{""kind"": ""other"", ""tags"": [], ""title"": ""Reunión de kick-off"", ""reason"": """", ""source"": ""manual"", ""status"": ""completed"", ""content"": {""body"": ""Actividad demo #282""}, ""deal_id"": null, ""type_key"": null, ""ticket_id"": null, ""contact_id"": ""4aa3ce18-b986-4df9-9c29-fe23a68b9835"", ""visibility"": ""public"", ""activity_id"": ""31d4e2ee-2b24-4d6c-9733-03edc0e7c27b"", ""customer_id"": ""fe5d35ee-eebe-4295-a6b7-f9483c50cf11"", ""occurred_at"": ""2026-01-24T21:10:19.811640Z"", ""completed_at"": ""2026-01-24T21:10:19.811640Z"", ""scheduled_at"": null, ""activity_type"": ""other"", ""duration_minutes"": null, ""needs_confirmation"": false}",2026-03-10 21:10:23.459974+00:00,2026-03-10 21:10:23.461050+00:00,,api,False,,[]
d87a40f9-1732-45cc-b0fc-86939ac68e79,crm.activity.created,a2779fab-349e-499d-8701-200dd646f3a8,,"{""id"": ""767219b4-e35f-4535-a3a0-5b09590a4aff"", ""type"": ""activity""}","{""kind"": ""other"", ""tags"": [], ""title"": ""Consulta técnica"", ""reason"": """", ""source"": ""manual"", ""status"": ""completed"", ""contact"": {""id"": ""39050c5d-51b3-4950-96ec-47dbb91e56b7"", ""email"": ""valentina.gonzález.196@demo.example.com"", ""phone"": ""+59891718400"", ""source"": ""populate_demo"", ""company"": """", ""type_id"": null, ""fullname"": ""Valentina González"", ""type_name"": null, ""created_at"": ""2026-03-10T21:10:19.180383+00:00"", ""updated_at"": ""2026-03-10T21:10:19.180439+00:00"", ""brief_facts"": {""tags"": [], ""custom_fields"": {}, ""activity_summary"": {}}, ""display_name"": """", ""whatsapp_name"": """", ""last_contacted_at"": null, ""interactions_count"": 0}, ""content"": {""body"": ""Actividad demo #80""}, ""deal_id"": null, ""type_key"": null, ""ticket_id"": null, ""contact_id"": ""39050c5d-51b3-4950-96ec-47dbb91e56b7"", ""visibility"": ""public"", ""activity_id"": ""767219b4-e35f-4535-a3a0-5b09590a4aff"", ""customer_id"": null, ""occurred_at"": ""2026-01-08T21:10:19.810927Z"", ""completed_at"": ""2026-01-08T21:10:19.810927Z"", ""scheduled_at"": null, ""activity_type"": ""other"", ""duration_minutes"": null, ""needs_confirmation"": false}",2026-03-10 21:10:20.770943+00:00,2026-03-10 21:10:20.771590+00:00,,api,False,,[]
09ccd30f-ab96-499f-bb10-0e4cbcfb00f7,crm.activity.created,a2779fab-349e-499d-8701-200dd646f3a8,,"{""id"": ""df394309-1e28-4062-8380-d4c7d278e439"", ""type"": ""activity""}","{""kind"": ""note"", ""tags"": [], ""title"": ""Tarea: enviar documentación"", ""reason"": """", ""source"": ""manual"", ""status"": ""planned"", ""content"": {""body"": ""Actividad demo #107"", ""tags"": []}, ""deal_id"": null, ""type_key"": null, ""ticket_id"": null, ""contact_id"": null, ""visibility"": ""public"", ""activity_id"": ""df394309-1e28-4062-8380-d4c7d278e439"", ""customer_id"": null, ""occurred_at"": ""2026-03-08T21:10:19.811020Z"", ""completed_at"": null, ""scheduled_at"": null, ""activity_type"": ""note"", ""duration_minutes"": null, ""needs_confirmation"": false}",2026-03-10 21:10:21.147119+00:00,2026-03-10 21:10:21.148106+00:00,,api,False,,[]
331f28c1-0ea3-4812-9e8d-794f5529fe7a,crm.activity.created,a2779fab-349e-499d-8701-200dd646f3a8,,"{""id"": ""e115b749-d45f-4540-808a-ae7dc832c2c0"", ""type"": ""activity""}","{""kind"": ""note"", ""tags"": [], ""title"": ""Envío de propuesta"", ""reason"": """", ""source"": ""manual"", ""status"": ""completed"", ""content"": {""body"": ""Actividad demo #114"", ""tags"": []}, ""deal_id"": null, ""type_key"": null, ""ticket_id"": null, ""contact_id"": null, ""visibility"": ""public"", ""activity_id"": ""e115b749-d45f-4540-808a-ae7dc832c2c0"", ""customer_id"": null, ""occurred_at"": ""2026-01-01T21:10:19.811043Z"", ""completed_at"": ""2026-01-01T21:10:19.811043Z"", ""scheduled_at"": null, ""activity_type"": ""note"", ""duration_minutes"": null, ""needs_confirmation"": false}",2026-03-10 21:10:21.211834+00:00,2026-03-10 21:10:21.212018+00:00,,api,False,,[]
293b7eb4-1672-42b4-980f-69b98a31daf1,crm.activity.created,a2779fab-349e-499d-8701-200dd646f3a8,,"{""id"": ""44f64bae-e008-4dae-8cdc-c2d5ea6e096b"", ""type"": ""activity""}","{""kind"": ""other"", ""tags"": [], ""title"": ""Reunión de ventas"", ""reason"": """", ""source"": ""manual"", ""status"": ""completed"", ""contact"": {""id"": ""2c6603d6-d17b-4bc1-98e4-32d67844dcfd"", ""email"": ""ricardo.moreno.1@demo.example.com"", ""phone"": ""+59899657840"", ""source"": ""populate_demo"", ""company"": ""Globant Uruguay"", ""type_id"": null, ""fullname"": ""Ricardo Moreno"", ""type_name"": null, ""created_at"": ""2026-03-10T21:10:16.769901+00:00"", ""updated_at"": ""2026-03-10T21:10:16.769953+00:00"", ""brief_facts"": {""tags"": [], ""custom_fields"": {}, ""activity_summary"": {}}, ""display_name"": """", ""whatsapp_name"": """", ""last_contacted_at"": null, ""interactions_count"": 0}, ""content"": {""body"": ""Actividad demo #117""}, ""deal_id"": null, ""type_key"": null, ""ticket_id"": null, ""contact_id"": ""2c6603d6-d17b-4bc1-98e4-32d67844dcfd"", ""visibility"": ""public"", ""activity_id"": ""44f64bae-e008-4dae-8cdc-c2d5ea6e096b"", ""customer_id"": ""61f9690c-4445-40d0-a57c-f23ec172a3f5"", ""occurred_at"": ""2026-01-03T21:10:19.811052Z"", ""completed_at"": ""2026-01-03T21:10:19.811052Z"", ""scheduled_at"": null, ""activity_type"": ""other"", ""duration_minutes"": null, ""needs_confirmation"": false}",2026-03-10 21:10:21.255103+00:00,2026-03-10 21:10:21.255240+00:00,,api,False,,[]
c413bad7-2a23-4bc5-bf42-3bc2bd0cae7e,crm.activity.created,a2779fab-349e-499d-8701-200dd646f3a8,,"{""id"": ""f90fd125-1836-45e2-bd3c-10c7a8b4f240"", ""type"": ""activity""}","{""kind"": ""note"", ""tags"": [], ""title"": ""Llamada inicial"", ""reason"": """", ""source"": ""manual"", ""status"": ""completed"", ""content"": {""body"": ""Actividad demo #125"", ""tags"": []}, ""deal_id"": null, ""type_key"": null, ""ticket_id"": null, ""contact_id"": null, ""visibility"": ""public"", ""activity_id"": ""f90fd125-1836-45e2-bd3c-10c7a8b4f240"", ""customer_id"": ""85386087-1e39-431f-9f76-418b35931546"", ""occurred_at"": ""2026-01-29T21:10:19.811082Z"", ""completed_at"": ""2026-01-29T21:10:19.811082Z"", ""scheduled_at"": null, ""activity_type"": ""note"", ""duration_minutes"": null, ""needs_confirmation"": false}",2026-03-10 21:10:21.376104+00:00,2026-03-10 21:10:21.376245+00:00,,api,False,,[]
12307bb9-7f81-456d-8b67-5170319a55b9,crm.activity.created,a2779fab-349e-499d-8701-200dd646f3a8,,"{""id"": ""b9e8a99d-2988-4996-8338-e9a67486b6f2"", ""type"": ""activity""}","{""kind"": ""other"", ""tags"": [], ""title"": ""Almuerzo de negocios"", ""reason"": """", ""source"": ""manual"", ""status"": ""planned"", ""contact"": {""id"": ""0cf5827c-5028-48f9-bb1e-24c220eebc95"", ""email"": ""sofía.costa.197@demo.example.com"", ""phone"": ""+59895098779"", ""source"": ""populate_demo"", ""company"": """", ""type_id"": null, ""fullname"": ""Sofía Costa"", ""type_name"": null, ""created_at"": ""2026-03-10T21:10:19.181269+00:00"", ""updated_at"": ""2026-03-10T21:10:19.181322+00:00"", ""brief_facts"": {""tags"": [], ""custom_fields"": {}, ""activity_summary"": {}}, ""display_name"": """", ""whatsapp_name"": """", ""last_contacted_at"": null, ""interactions_count"": 0}, ""content"": {""body"": ""Actividad demo #177""}, ""deal_id"": null, ""type_key"": null, ""ticket_id"": null, ""contact_id"": ""0cf5827c-5028-48f9-bb1e-24c220eebc95"", ""visibility"": ""public"", ""activity_id"": ""b9e8a99d-2988-4996-8338-e9a67486b6f2"", ""customer_id"": ""fe5d35ee-eebe-4295-a6b7-f9483c50cf11"", ""occurred_at"": ""2026-01-16T21:10:19.811270Z"", ""completed_at"": null, ""scheduled_at"": null, ""activity_type"": ""other"", ""duration_minutes"": null, ""needs_confirmation"": false}",2026-03-10 21:10:22.131766+00:00,2026-03-10 21:10:22.131902+00:00,,api,False,,[]
